cluster_label,source_row_index,source_material_id,source_formula_pretty_x,neighbor_row_index,neighbor_material_id,neighbor_formula_pretty,similarity_distance,similarity_rank_within_source,similarity_distance_percentile,similarity_level,source_formula_pretty_y,source_cost,source_unit,source_year,source_cost_class,source_cost_rank_within_cluster,neighbor_formula_pretty_verified,neighbor_cost,neighbor_unit,neighbor_year,neighbor_cost_class,neighbor_cost_rank_within_cluster,cost_difference,cost_saving,is_lower_cost_alternative
4,21723,mp-2301,NiP3,387,mp-16529,Al6Ru,0.1582976192941713,1,0.2,high_similarity,NiP3,15162.1583333333,($/mt),2025.0,high_cost,9,Al6Ru,2631.69583333333,($/mt),2025.0,low_cost,5,-12530.46249999997,12530.46249999997,True
4,21723,mp-2301,NiP3,375,mp-1104047,Al4Tc,0.1749729361723301,2,0.4,moderate_similarity,NiP3,15162.1583333333,($/mt),2025.0,high_cost,9,Al4Tc,2631.69583333333,($/mt),2025.0,low_cost,5,-12530.46249999997,12530.46249999997,True
4,21723,mp-2301,NiP3,380,mp-568607,Al5Mo,0.1914016659594666,3,0.6,moderate_similarity,NiP3,15162.1583333333,($/mt),2025.0,high_cost,9,Al5Mo,2631.69583333333,($/mt),2025.0,low_cost,5,-12530.46249999997,12530.46249999997,True
1,419,mp-23288,AlBr3,21957,mp-27257,PBr3,0.8513169085426965,3,0.6,moderate_similarity,AlBr3,2631.69583333333,($/mt),2025.0,medium_cost,5,PBr3,152.5,($/mt),2025.0,low_cost,2,-2479.19583333333,2479.19583333333,True
2,21709,mp-23912,NiH20S2(NO7)2,21978,mp-759962,PH5NO3F,0.6295204995433401,2,0.4,moderate_similarity,NiH20S2(NO7)2,15162.1583333333,($/mt),2025.0,high_cost,9,PH5NO3F,152.5,($/mt),2025.0,low_cost,2,-15009.6583333333,15009.6583333333,True
2,21709,mp-23912,NiH20S2(NO7)2,33295,mp-758284,ZnP2H7NO8,0.6875581637991145,3,0.6,moderate_similarity,NiH20S2(NO7)2,15162.1583333333,($/mt),2025.0,high_cost,9,ZnP2H7NO8,2867.52833333333,($/mt),2025.0,medium_cost,6,-12294.62999999997,12294.62999999997,True
2,33267,mp-24502,ZnH2(SO4)2,478,mp-1192001,AlH6BrO4,0.2758954489045774,1,0.2,high_similarity,ZnH2(SO4)2,2867.52833333333,($/mt),2025.0,medium_cost,6,AlH6BrO4,2631.69583333333,($/mt),2025.0,low_cost,5,-235.83249999999998,235.83249999999998,True
2,33267,mp-24502,ZnH2(SO4)2,480,mp-1191939,AlH6IO4,0.3023085543580025,3,0.6,moderate_similarity,ZnH2(SO4)2,2867.52833333333,($/mt),2025.0,medium_cost,6,AlH6IO4,2631.69583333333,($/mt),2025.0,low_cost,5,-235.83249999999998,235.83249999999998,True
2,463,mp-24618,AlH10N2OF5,21978,mp-759962,PH5NO3F,0.7328537543031646,1,0.2,high_similarity,AlH10N2OF5,2631.69583333333,($/mt),2025.0,low_cost,5,PH5NO3F,152.5,($/mt),2025.0,low_cost,2,-2479.19583333333,2479.19583333333,True
2,26784,mp-2706,SnF4,33253,mp-1873,ZnF2,0.3826079848043747,2,0.4,moderate_similarity,SnF4,34058.8358333333,($/mt),2025.0,high_cost,10,ZnF2,2867.52833333333,($/mt),2025.0,medium_cost,6,-31191.307499999974,31191.307499999974,True
4,666,mp-27253,Au2O3,23262,mp-1285,PtO2,0.6694852468188123,2,0.4,moderate_similarity,Au2O3,3441.50583333333,($/troy oz),2025.0,medium_cost,7,PtO2,1278.29333333333,($/troy oz),2025.0,low_cost,3,-2163.2124999999996,2163.2124999999996,True
1,677,mp-27265,AuClO,22007,mp-3123,PPdSe,0.5520302095832761,2,0.4,moderate_similarity,AuClO,3441.50583333333,($/troy oz),2025.0,high_cost,7,PPdSe,152.5,($/mt),2025.0,low_cost,2,-3289.00583333333,3289.00583333333,True
4,21696,mp-27396,NiCl2,7470,mp-30999,CuCl2,0.4330268670811915,3,0.6,moderate_similarity,NiCl2,15162.1583333333,($/mt),2025.0,high_cost,9,CuCl2,9947.305,($/mt),2025.0,medium_cost,8,-5214.8533333333,5214.8533333333,True
1,669,mp-27441,Au2Se4O11,110,mp-16913,Ag2SeO3,0.5239170965988453,3,0.6,moderate_similarity,Au2Se4O11,3441.50583333333,($/troy oz),2025.0,high_cost,7,Ag2SeO3,39.80466666667,($/troy oz),2025.0,low_cost,1,-3401.70116666666,3401.70116666666,True
4,7446,mp-2763763,CuAgF3,233,mp-540872,AgSbO3,0.5438258630101578,3,0.6,moderate_similarity,CuAgF3,9947.305,($/mt),2025.0,medium_cost,8,AgSbO3,39.80466666667,($/troy oz),2025.0,low_cost,1,-9907.50033333333,9907.50033333333,True
1,33121,mp-27656,Zn2(PS3)3,23246,mp-28721,Pt(SCl4)2,0.5398003322585675,3,0.6,moderate_similarity,Zn2(PS3)3,2867.52833333333,($/mt),2025.0,medium_cost,6,Pt(SCl4)2,1278.29333333333,($/troy oz),2025.0,low_cost,3,-1589.235,1589.235,True
1,680,mp-27725,AuI,23259,mp-28319,PtI2,0.6454194721010315,2,0.4,moderate_similarity,AuI,3441.50583333333,($/troy oz),2025.0,high_cost,7,PtI2,1278.29333333333,($/troy oz),2025.0,low_cost,3,-2163.2124999999996,2163.2124999999996,True
3,687,mp-2793,AuSe,23269,mp-1115,PtSe2,0.787032670899218,2,0.4,moderate_similarity,AuSe,3441.50583333333,($/troy oz),2025.0,medium_cost,7,PtSe2,1278.29333333333,($/troy oz),2025.0,low_cost,3,-2163.2124999999996,2163.2124999999996,True
1,26732,mp-27947,Sn(SbTe2)2,7378,mp-23353,Cu2HgI4,0.2537376900214171,1,0.2,high_similarity,Sn(SbTe2)2,34058.8358333333,($/mt),2025.0,high_cost,10,Cu2HgI4,9947.305,($/mt),2025.0,high_cost,8,-24111.5308333333,24111.5308333333,True
1,7383,mp-28034,Cu2P7,33177,mp-2071,Zn3P2,0.5528392129520634,1,0.2,high_similarity,Cu2P7,9947.305,($/mt),2025.0,high_cost,8,Zn3P2,2867.52833333333,($/mt),2025.0,medium_cost,6,-7079.77666666667,7079.77666666667,True
1,26815,mp-28293,SnPCl9,533,mp-1205403,AlSeCl7,0.3160031876733203,1,0.2,high_similarity,SnPCl9,34058.8358333333,($/mt),2025.0,high_cost,10,AlSeCl7,2631.69583333333,($/mt),2025.0,medium_cost,5,-31427.13999999997,31427.13999999997,True
1,26815,mp-28293,SnPCl9,21922,mp-2013315,P3BrCl14,0.4767425885551994,3,0.6,moderate_similarity,SnPCl9,34058.8358333333,($/mt),2025.0,high_cost,10,P3BrCl14,152.5,($/mt),2025.0,low_cost,2,-33906.3358333333,33906.3358333333,True
1,26815,mp-28293,SnPCl9,527,mp-555805,AlSCl7,0.4005535898347473,2,0.4,moderate_similarity,SnPCl9,34058.8358333333,($/mt),2025.0,high_cost,10,AlSCl7,2631.69583333333,($/mt),2025.0,medium_cost,5,-31427.13999999997,31427.13999999997,True
1,689,mp-28372,AuSeCl7,21953,mp-28387,PAuCl8,0.4661200987517113,3,0.6,moderate_similarity,AuSeCl7,3441.50583333333,($/troy oz),2025.0,high_cost,7,PAuCl8,152.5,($/mt),2025.0,low_cost,2,-3289.00583333333,3289.00583333333,True
4,7507,mp-28488,CuPtF6,214,mp-1206101,AgPbF6,0.6313545265357093,2,0.4,moderate_similarity,CuPtF6,9947.305,($/mt),2025.0,medium_cost,8,AgPbF6,39.80466666667,($/troy oz),2025.0,low_cost,1,-9907.50033333333,9907.50033333333,True
4,7507,mp-28488,CuPtF6,79,mp-18125,Ag(AuF4)2,0.7017241984472992,3,0.6,moderate_similarity,CuPtF6,9947.305,($/mt),2025.0,medium_cost,8,Ag(AuF4)2,39.80466666667,($/troy oz),2025.0,low_cost,1,-9907.50033333333,9907.50033333333,True
