material_id,formula_pretty,formula_match_key,elements,elements_list,material_family_key,material_family_match_key,is_stable,is_metal,symmetry,cluster_label,elements_parsed,formula_elements_ordered,primary_element_symbol,primary_element_name,single_element_name,candidate_price_keys,price_match_key,price_material,cost,unit,year,match_type,match_confidence,cluster_cost_percentile,cost_rank_within_cluster,cost_class_within_cluster
mp-23763,SnH8(NCl3)2,snh8_ncl3_2,"['Cl', 'H', 'N', 'Sn']","['Cl', 'H', 'N', 'Sn']",Cl_H_N_Sn,cl_h_n_sn,True,False,Cubic,2,"['Cl', 'H', 'N', 'Sn']","['Sn', 'H', 'N', 'Cl']",Sn,tin,,['tin'],tin,Tin,34058.8358333333,($/mt),2025.0,primary_element_proxy,medium,0.9562043795620438,10,high_cost
mp-24113,SnH8(NF3)2,snh8_nf3_2,"['F', 'H', 'N', 'Sn']","['F', 'H', 'N', 'Sn']",F_H_N_Sn,f_h_n_sn,True,False,Trigonal,2,"['F', 'H', 'N', 'Sn']","['Sn', 'H', 'N', 'F']",Sn,tin,,['tin'],tin,Tin,34058.8358333333,($/mt),2025.0,primary_element_proxy,medium,0.9562043795620438,10,high_cost
mp-36508,SnHgF6,snhgf6,"['F', 'Hg', 'Sn']","['F', 'Hg', 'Sn']",F_Hg_Sn,f_hg_sn,True,False,Trigonal,2,"['F', 'Hg', 'Sn']","['Sn', 'Hg', 'F']",Sn,tin,,['tin'],tin,Tin,34058.8358333333,($/mt),2025.0,primary_element_proxy,medium,0.9562043795620438,10,high_cost
mp-757192,SnP2O7,snp2o7,"['O', 'P', 'Sn']","['O', 'P', 'Sn']",O_P_Sn,o_p_sn,True,False,Triclinic,2,"['O', 'P', 'Sn']","['Sn', 'P', 'O']",Sn,tin,,"['tin', 'phosphate_rock']",tin,Tin,34058.8358333333,($/mt),2025.0,primary_element_proxy,medium,0.9562043795620438,10,high_cost
mp-22821,SnP2PbO8,snp2pbo8,"['O', 'P', 'Pb', 'Sn']","['O', 'P', 'Pb', 'Sn']",O_P_Pb_Sn,o_p_pb_sn,True,False,Monoclinic,2,"['O', 'P', 'Pb', 'Sn']","['Sn', 'P', 'Pb', 'O']",Sn,tin,,"['tin', 'phosphate_rock', 'lead']",tin,Tin,34058.8358333333,($/mt),2025.0,primary_element_proxy,medium,0.9562043795620438,10,high_cost
mp-767114,SnP4O11,snp4o11,"['O', 'P', 'Sn']","['O', 'P', 'Sn']",O_P_Sn,o_p_sn,True,False,Monoclinic,2,"['O', 'P', 'Sn']","['Sn', 'P', 'O']",Sn,tin,,"['tin', 'phosphate_rock']",tin,Tin,34058.8358333333,($/mt),2025.0,primary_element_proxy,medium,0.9562043795620438,10,high_cost
mp-690702,SnPHO4,snpho4,"['H', 'O', 'P', 'Sn']","['H', 'O', 'P', 'Sn']",H_O_P_Sn,h_o_p_sn,True,False,Monoclinic,2,"['H', 'O', 'P', 'Sn']","['Sn', 'P', 'H', 'O']",Sn,tin,,"['tin', 'phosphate_rock']",tin,Tin,34058.8358333333,($/mt),2025.0,primary_element_proxy,medium,0.9562043795620438,10,high_cost
mp-775543,SnPHO5,snpho5,"['H', 'O', 'P', 'Sn']","['H', 'O', 'P', 'Sn']",H_O_P_Sn,h_o_p_sn,True,False,Triclinic,2,"['H', 'O', 'P', 'Sn']","['Sn', 'P', 'H', 'O']",Sn,tin,,"['tin', 'phosphate_rock']",tin,Tin,34058.8358333333,($/mt),2025.0,primary_element_proxy,medium,0.9562043795620438,10,high_cost
mp-555838,SnPO3F,snpo3f,"['F', 'O', 'P', 'Sn']","['F', 'O', 'P', 'Sn']",F_O_P_Sn,f_o_p_sn,True,False,Monoclinic,2,"['F', 'O', 'P', 'Sn']","['Sn', 'P', 'O', 'F']",Sn,tin,,"['tin', 'phosphate_rock']",tin,Tin,34058.8358333333,($/mt),2025.0,primary_element_proxy,medium,0.9562043795620438,10,high_cost
mp-556672,Sn(SeO3)2,sn_seo3_2,"['O', 'Se', 'Sn']","['O', 'Se', 'Sn']",O_Se_Sn,o_se_sn,True,False,Cubic,2,"['O', 'Se', 'Sn']","['Sn', 'Se', 'O']",Sn,tin,,['tin'],tin,Tin,34058.8358333333,($/mt),2025.0,primary_element_proxy,medium,0.9562043795620438,10,high_cost
mp-768950,Sn2(SO4)3,sn2_so4_3,"['O', 'S', 'Sn']","['O', 'S', 'Sn']",O_S_Sn,o_s_sn,True,False,Trigonal,2,"['O', 'S', 'Sn']","['Sn', 'S', 'O']",Sn,tin,,['tin'],tin,Tin,34058.8358333333,($/mt),2025.0,primary_element_proxy,medium,0.9562043795620438,10,high_cost
mp-27430,Sn2BF7,sn2bf7,"['B', 'F', 'Sn']","['B', 'F', 'Sn']",B_F_Sn,b_f_sn,True,False,Orthorhombic,2,"['B', 'F', 'Sn']","['Sn', 'B', 'F']",Sn,tin,,['tin'],tin,Tin,34058.8358333333,($/mt),2025.0,primary_element_proxy,medium,0.9562043795620438,10,high_cost
mp-12231,SnTe3O8,snte3o8,"['O', 'Sn', 'Te']","['O', 'Sn', 'Te']",O_Sn_Te,o_sn_te,True,False,Cubic,2,"['O', 'Sn', 'Te']","['Sn', 'Te', 'O']",Sn,tin,,['tin'],tin,Tin,34058.8358333333,($/mt),2025.0,primary_element_proxy,medium,0.9562043795620438,10,high_cost
mp-1007694,SnPO4F,snpo4f,"['F', 'O', 'P', 'Sn']","['F', 'O', 'P', 'Sn']",F_O_P_Sn,f_o_p_sn,True,False,Orthorhombic,2,"['F', 'O', 'P', 'Sn']","['Sn', 'P', 'O', 'F']",Sn,tin,,"['tin', 'phosphate_rock']",tin,Tin,34058.8358333333,($/mt),2025.0,primary_element_proxy,medium,0.9562043795620438,10,high_cost
mp-8566,Ag,ag,['Ag'],['Ag'],Ag,ag,True,True,Hexagonal,3,['Ag'],['Ag'],Ag,silver,silver,['silver'],silver,Silver,39.80466666667,($/troy oz),2025.0,single_element_proxy,high,0.046875,1,low_cost
mp-29607,Ag(TeMo)6,ag_temo_6,"['Ag', 'Mo', 'Te']","['Ag', 'Mo', 'Te']",Ag_Mo_Te,ag_mo_te,True,True,Monoclinic,3,"['Ag', 'Mo', 'Te']","['Ag', 'Te', 'Mo']",Ag,silver,,['silver'],silver,Silver,39.80466666667,($/troy oz),2025.0,primary_element_proxy,medium,0.046875,1,low_cost
mp-1592,Ag2Te,ag2te,"['Ag', 'Te']","['Ag', 'Te']",Ag_Te,ag_te,True,True,Monoclinic,3,"['Ag', 'Te']","['Ag', 'Te']",Ag,silver,,['silver'],silver,Silver,39.80466666667,($/troy oz),2025.0,primary_element_proxy,medium,0.046875,1,low_cost
mp-1183137,Ag3Au,ag3au,"['Ag', 'Au']","['Ag', 'Au']",Ag_Au,ag_au,True,True,Cubic,3,"['Ag', 'Au']","['Ag', 'Au']",Ag,silver,,"['silver', 'gold']",silver,Silver,39.80466666667,($/troy oz),2025.0,primary_element_proxy,medium,0.046875,1,low_cost
mp-3172,Ag3AuSe2,ag3ause2,"['Ag', 'Au', 'Se']","['Ag', 'Au', 'Se']",Ag_Au_Se,ag_au_se,True,False,Cubic,3,"['Ag', 'Au', 'Se']","['Ag', 'Au', 'Se']",Ag,silver,,"['silver', 'gold']",silver,Silver,39.80466666667,($/troy oz),2025.0,primary_element_proxy,medium,0.046875,1,low_cost
mp-985296,Ag3Pd,ag3pd,"['Ag', 'Pd']","['Ag', 'Pd']",Ag_Pd,ag_pd,True,True,Tetragonal,3,"['Ag', 'Pd']","['Ag', 'Pd']",Ag,silver,,['silver'],silver,Silver,39.80466666667,($/troy oz),2025.0,primary_element_proxy,medium,0.046875,1,low_cost
mp-5710,Ag3Te2Au,ag3te2au,"['Ag', 'Au', 'Te']","['Ag', 'Au', 'Te']",Ag_Au_Te,ag_au_te,True,False,Cubic,3,"['Ag', 'Au', 'Te']","['Ag', 'Te', 'Au']",Ag,silver,,"['silver', 'gold']",silver,Silver,39.80466666667,($/troy oz),2025.0,primary_element_proxy,medium,0.046875,1,low_cost
mp-863750,AgAu3,agau3,"['Ag', 'Au']","['Ag', 'Au']",Ag_Au,ag_au,True,True,Cubic,3,"['Ag', 'Au']","['Ag', 'Au']",Ag,silver,,"['silver', 'gold']",silver,Silver,39.80466666667,($/troy oz),2025.0,primary_element_proxy,medium,0.046875,1,low_cost
mp-1229012,AgPd,agpd,"['Ag', 'Pd']","['Ag', 'Pd']",Ag_Pd,ag_pd,True,True,Trigonal,3,"['Ag', 'Pd']","['Ag', 'Pd']",Ag,silver,,['silver'],silver,Silver,39.80466666667,($/troy oz),2025.0,primary_element_proxy,medium,0.046875,1,low_cost
mp-1183209,AgPt,agpt,"['Ag', 'Pt']","['Ag', 'Pt']",Ag_Pt,ag_pt,True,True,Hexagonal,3,"['Ag', 'Pt']","['Ag', 'Pt']",Ag,silver,,"['silver', 'platinum']",silver,Silver,39.80466666667,($/troy oz),2025.0,primary_element_proxy,medium,0.046875,1,low_cost
mp-3291,AgTe4Au,agte4au,"['Ag', 'Au', 'Te']","['Ag', 'Au', 'Te']",Ag_Au_Te,ag_au_te,True,True,Monoclinic,3,"['Ag', 'Au', 'Te']","['Ag', 'Te', 'Au']",Ag,silver,,"['silver', 'gold']",silver,Silver,39.80466666667,($/troy oz),2025.0,primary_element_proxy,medium,0.046875,1,low_cost
mp-730,P2Pt,p2pt,"['P', 'Pt']","['P', 'Pt']",P_Pt,p_pt,True,False,Cubic,3,"['P', 'Pt']","['P', 'Pt']",P,phosphate,,"['phosphate_rock', 'platinum']",phosphate_rock,Phosphate rock,152.5,($/mt),2025.0,primary_element_proxy,medium,0.140625,2,low_cost
mp-10155,P2Ir,p2ir,"['Ir', 'P']","['Ir', 'P']",Ir_P,ir_p,True,False,Monoclinic,3,"['Ir', 'P']","['P', 'Ir']",P,phosphate,,['phosphate_rock'],phosphate_rock,Phosphate rock,152.5,($/mt),2025.0,primary_element_proxy,medium,0.140625,2,low_cost
mp-2319,P2Os,p2os,"['Os', 'P']","['Os', 'P']",Os_P,os_p,True,False,Orthorhombic,3,"['Os', 'P']","['P', 'Os']",P,phosphate,,['phosphate_rock'],phosphate_rock,Phosphate rock,152.5,($/mt),2025.0,primary_element_proxy,medium,0.140625,2,low_cost
mp-30108,P2PbAu2,p2pbau2,"['Au', 'P', 'Pb']","['Au', 'P', 'Pb']",Au_P_Pb,au_p_pb,True,True,Orthorhombic,3,"['Au', 'P', 'Pb']","['P', 'Pb', 'Au']",P,phosphate,,"['phosphate_rock', 'gold', 'lead']",phosphate_rock,Phosphate rock,152.5,($/mt),2025.0,primary_element_proxy,medium,0.140625,2,low_cost
mp-13871,P2Pt5,p2pt5,"['P', 'Pt']","['P', 'Pt']",P_Pt,p_pt,True,True,Monoclinic,3,"['P', 'Pt']","['P', 'Pt']",P,phosphate,,"['phosphate_rock', 'platinum']",phosphate_rock,Phosphate rock,152.5,($/mt),2025.0,primary_element_proxy,medium,0.140625,2,low_cost
mp-21911,PRu2,pru2,"['P', 'Ru']","['P', 'Ru']",P_Ru,p_ru,True,True,Orthorhombic,3,"['P', 'Ru']","['P', 'Ru']",P,phosphate,,['phosphate_rock'],phosphate_rock,Phosphate rock,152.5,($/mt),2025.0,primary_element_proxy,medium,0.140625,2,low_cost
mp-2732,PRh2,prh2,"['P', 'Rh']","['P', 'Rh']",P_Rh,p_rh,True,True,Cubic,3,"['P', 'Rh']","['P', 'Rh']",P,phosphate,,['phosphate_rock'],phosphate_rock,Phosphate rock,152.5,($/mt),2025.0,primary_element_proxy,medium,0.140625,2,low_cost
mp-1102534,POsS,poss,"['Os', 'P', 'S']","['Os', 'P', 'S']",Os_P_S,os_p_s,True,False,Monoclinic,3,"['Os', 'P', 'S']","['P', 'Os', 'S']",P,phosphate,,['phosphate_rock'],phosphate_rock,Phosphate rock,152.5,($/mt),2025.0,primary_element_proxy,medium,0.140625,2,low_cost
mp-1220004,PIrS,pirs,"['Ir', 'P', 'S']","['Ir', 'P', 'S']",Ir_P_S,ir_p_s,True,False,Cubic,3,"['Ir', 'P', 'S']","['P', 'Ir', 'S']",P,phosphate,,['phosphate_rock'],phosphate_rock,Phosphate rock,152.5,($/mt),2025.0,primary_element_proxy,medium,0.140625,2,low_cost
mp-2082,PIr2,pir2,"['Ir', 'P']","['Ir', 'P']",Ir_P,ir_p,True,True,Cubic,3,"['Ir', 'P']","['P', 'Ir']",P,phosphate,,['phosphate_rock'],phosphate_rock,Phosphate rock,152.5,($/mt),2025.0,primary_element_proxy,medium,0.140625,2,low_cost
mp-27258,P3Au2,p3au2,"['Au', 'P']","['Au', 'P']",Au_P,au_p,True,True,Monoclinic,3,"['Au', 'P']","['P', 'Au']",P,phosphate,,"['phosphate_rock', 'gold']",phosphate_rock,Phosphate rock,152.5,($/mt),2025.0,primary_element_proxy,medium,0.140625,2,low_cost
mp-11328,P2W,p2w,"['P', 'W']","['P', 'W']",P_W,p_w,True,True,Orthorhombic,3,"['P', 'W']","['P', 'W']",P,phosphate,,['phosphate_rock'],phosphate_rock,Phosphate rock,152.5,($/mt),2025.0,primary_element_proxy,medium,0.140625,2,low_cost
mp-2420,PW,pw,"['P', 'W']","['P', 'W']",P_W,p_w,True,True,Orthorhombic,3,"['P', 'W']","['P', 'W']",P,phosphate,,['phosphate_rock'],phosphate_rock,Phosphate rock,152.5,($/mt),2025.0,primary_element_proxy,medium,0.140625,2,low_cost
mp-29767,Pt5Se4,pt5se4,"['Pt', 'Se']","['Pt', 'Se']",Pt_Se,pt_se,True,True,Monoclinic,3,"['Pt', 'Se']","['Pt', 'Se']",Pt,platinum,,['platinum'],platinum,Platinum,1278.29333333333,($/troy oz),2025.0,primary_element_proxy,medium,0.23046875,3,low_cost
mp-1066274,PtPb,ptpb,"['Pb', 'Pt']","['Pb', 'Pt']",Pb_Pt,pb_pt,True,True,Hexagonal,3,"['Pb', 'Pt']","['Pt', 'Pb']",Pt,platinum,,"['platinum', 'lead']",platinum,Platinum,1278.29333333333,($/troy oz),2025.0,primary_element_proxy,medium,0.23046875,3,low_cost
mp-21296,PtPb4,ptpb4,"['Pb', 'Pt']","['Pb', 'Pt']",Pb_Pt,pb_pt,True,True,Tetragonal,3,"['Pb', 'Pt']","['Pt', 'Pb']",Pt,platinum,,"['platinum', 'lead']",platinum,Platinum,1278.29333333333,($/troy oz),2025.0,primary_element_proxy,medium,0.23046875,3,low_cost
mp-974376,PtRh3,ptrh3,"['Pt', 'Rh']","['Pt', 'Rh']",Pt_Rh,pt_rh,True,True,Tetragonal,3,"['Pt', 'Rh']","['Pt', 'Rh']",Pt,platinum,,['platinum'],platinum,Platinum,1278.29333333333,($/troy oz),2025.0,primary_element_proxy,medium,0.23046875,3,low_cost
mp-126,Pt,pt,['Pt'],['Pt'],Pt,pt,True,True,Cubic,3,['Pt'],['Pt'],Pt,platinum,platinum,['platinum'],platinum,Platinum,1278.29333333333,($/troy oz),2025.0,single_element_proxy,high,0.23046875,3,low_cost
mp-1018129,Pt2W,pt2w,"['Pt', 'W']","['Pt', 'W']",Pt_W,pt_w,True,True,Orthorhombic,3,"['Pt', 'W']","['Pt', 'W']",Pt,platinum,,['platinum'],platinum,Platinum,1278.29333333333,($/troy oz),2025.0,primary_element_proxy,medium,0.23046875,3,low_cost
mp-974616,Pt3Rh,pt3rh,"['Pt', 'Rh']","['Pt', 'Rh']",Pt_Rh,pt_rh,True,True,Tetragonal,3,"['Pt', 'Rh']","['Pt', 'Rh']",Pt,platinum,,['platinum'],platinum,Platinum,1278.29333333333,($/troy oz),2025.0,primary_element_proxy,medium,0.23046875,3,low_cost
mp-288,PtS,pts,"['Pt', 'S']","['Pt', 'S']",Pt_S,pt_s,True,False,Tetragonal,3,"['Pt', 'S']","['Pt', 'S']",Pt,platinum,,['platinum'],platinum,Platinum,1278.29333333333,($/troy oz),2025.0,primary_element_proxy,medium,0.23046875,3,low_cost
mp-762,PtS2,pts2,"['Pt', 'S']","['Pt', 'S']",Pt_S,pt_s,True,False,Trigonal,3,"['Pt', 'S']","['Pt', 'S']",Pt,platinum,,['platinum'],platinum,Platinum,1278.29333333333,($/troy oz),2025.0,primary_element_proxy,medium,0.23046875,3,low_cost
mp-1115,PtSe2,ptse2,"['Pt', 'Se']","['Pt', 'Se']",Pt_Se,pt_se,True,False,Trigonal,3,"['Pt', 'Se']","['Pt', 'Se']",Pt,platinum,,['platinum'],platinum,Platinum,1278.29333333333,($/troy oz),2025.0,primary_element_proxy,medium,0.23046875,3,low_cost
mp-1190478,PbAu2,pbau2,"['Au', 'Pb']","['Au', 'Pb']",Au_Pb,au_pb,True,True,Orthorhombic,3,"['Au', 'Pb']","['Pb', 'Au']",Pb,lead,,"['lead', 'gold']",lead,Lead,1962.235,($/mt),2025.0,primary_element_proxy,medium,0.28515625,4,low_cost
mp-2201,PbSe,pbse,"['Pb', 'Se']","['Pb', 'Se']",Pb_Se,pb_se,True,False,Cubic,3,"['Pb', 'Se']","['Pb', 'Se']",Pb,lead,,['lead'],lead,Lead,1962.235,($/mt),2025.0,primary_element_proxy,medium,0.28515625,4,low_cost
mp-20483,Pb,pb,['Pb'],['Pb'],Pb,pb,True,True,Cubic,3,['Pb'],['Pb'],Pb,lead,lead,['lead'],lead,Lead,1962.235,($/mt),2025.0,single_element_proxy,high,0.28515625,4,low_cost
mp-22795,Pb2Au,pb2au,"['Au', 'Pb']","['Au', 'Pb']",Au_Pb,au_pb,True,True,Tetragonal,3,"['Au', 'Pb']","['Pb', 'Au']",Pb,lead,,"['lead', 'gold']",lead,Lead,1962.235,($/mt),2025.0,primary_element_proxy,medium,0.28515625,4,low_cost
mp-10904,AlPt,alpt,"['Al', 'Pt']","['Al', 'Pt']",Al_Pt,al_pt,True,True,Cubic,3,"['Al', 'Pt']","['Al', 'Pt']",Al,aluminum,,"['aluminum', 'platinum']",aluminum,Aluminum,2631.69583333333,($/mt),2025.0,primary_element_proxy,medium,0.41796875,5,low_cost
mp-10909,AlRe2,alre2,"['Al', 'Re']","['Al', 'Re']",Al_Re,al_re,True,True,Tetragonal,3,"['Al', 'Re']","['Al', 'Re']",Al,aluminum,,['aluminum'],aluminum,Aluminum,2631.69583333333,($/mt),2025.0,primary_element_proxy,medium,0.41796875,5,low_cost
mp-862705,AlZnIr2,alznir2,"['Al', 'Ir', 'Zn']","['Al', 'Ir', 'Zn']",Al_Ir_Zn,al_ir_zn,True,True,Cubic,3,"['Al', 'Ir', 'Zn']","['Al', 'Zn', 'Ir']",Al,aluminum,,"['aluminum', 'zinc']",aluminum,Aluminum,2631.69583333333,($/mt),2025.0,primary_element_proxy,medium,0.41796875,5,low_cost
mp-605663,AlPd5,alpd5,"['Al', 'Pd']","['Al', 'Pd']",Al_Pd,al_pd,True,True,Orthorhombic,3,"['Al', 'Pd']","['Al', 'Pd']",Al,aluminum,,['aluminum'],aluminum,Aluminum,2631.69583333333,($/mt),2025.0,primary_element_proxy,medium,0.41796875,5,low_cost
mp-1025271,AlPPt5,alppt5,"['Al', 'P', 'Pt']","['Al', 'P', 'Pt']",Al_P_Pt,al_p_pt,True,True,Tetragonal,3,"['Al', 'P', 'Pt']","['Al', 'P', 'Pt']",Al,aluminum,,"['aluminum', 'phosphate_rock', 'platinum']",aluminum,Aluminum,2631.69583333333,($/mt),2025.0,primary_element_proxy,medium,0.41796875,5,low_cost
mp-259,AlMo3,almo3,"['Al', 'Mo']","['Al', 'Mo']",Al_Mo,al_mo,True,True,Cubic,3,"['Al', 'Mo']","['Al', 'Mo']",Al,aluminum,,['aluminum'],aluminum,Aluminum,2631.69583333333,($/mt),2025.0,primary_element_proxy,medium,0.41796875,5,low_cost
mp-16960,AlPt2,alpt2,"['Al', 'Pt']","['Al', 'Pt']",Al_Pt,al_pt,True,True,Orthorhombic,3,"['Al', 'Pt']","['Al', 'Pt']",Al,aluminum,,"['aluminum', 'platinum']",aluminum,Aluminum,2631.69583333333,($/mt),2025.0,primary_element_proxy,medium,0.41796875,5,low_cost
mp-607111,AlPt3,alpt3,"['Al', 'Pt']","['Al', 'Pt']",Al_Pt,al_pt,True,True,Tetragonal,3,"['Al', 'Pt']","['Al', 'Pt']",Al,aluminum,,"['aluminum', 'platinum']",aluminum,Aluminum,2631.69583333333,($/mt),2025.0,primary_element_proxy,medium,0.41796875,5,low_cost
mp-1228815,AlRe,alre,"['Al', 'Re']","['Al', 'Re']",Al_Re,al_re,True,True,Tetragonal,3,"['Al', 'Re']","['Al', 'Re']",Al,aluminum,,['aluminum'],aluminum,Aluminum,2631.69583333333,($/mt),2025.0,primary_element_proxy,medium,0.41796875,5,low_cost
mp-2647,Al2Au,al2au,"['Al', 'Au']","['Al', 'Au']",Al_Au,al_au,True,True,Cubic,3,"['Al', 'Au']","['Al', 'Au']",Al,aluminum,,"['aluminum', 'gold']",aluminum,Aluminum,2631.69583333333,($/mt),2025.0,primary_element_proxy,medium,0.41796875,5,low_cost
mp-1183136,Al2OsRh,al2osrh,"['Al', 'Os', 'Rh']","['Al', 'Os', 'Rh']",Al_Os_Rh,al_os_rh,True,True,Cubic,3,"['Al', 'Os', 'Rh']","['Al', 'Os', 'Rh']",Al,aluminum,,['aluminum'],aluminum,Aluminum,2631.69583333333,($/mt),2025.0,primary_element_proxy,medium,0.41796875,5,low_cost
mp-1502,Al2Pt,al2pt,"['Al', 'Pt']","['Al', 'Pt']",Al_Pt,al_pt,True,True,Cubic,3,"['Al', 'Pt']","['Al', 'Pt']",Al,aluminum,,"['aluminum', 'platinum']",aluminum,Aluminum,2631.69583333333,($/mt),2025.0,primary_element_proxy,medium,0.41796875,5,low_cost
mp-867125,Al2RuPt,al2rupt,"['Al', 'Pt', 'Ru']","['Al', 'Pt', 'Ru']",Al_Pt_Ru,al_pt_ru,True,True,Cubic,3,"['Al', 'Pt', 'Ru']","['Al', 'Ru', 'Pt']",Al,aluminum,,"['aluminum', 'platinum']",aluminum,Aluminum,2631.69583333333,($/mt),2025.0,primary_element_proxy,medium,0.41796875,5,low_cost
mp-10905,Al3Pt2,al3pt2,"['Al', 'Pt']","['Al', 'Pt']",Al_Pt,al_pt,True,True,Trigonal,3,"['Al', 'Pt']","['Al', 'Pt']",Al,aluminum,,"['aluminum', 'platinum']",aluminum,Aluminum,2631.69583333333,($/mt),2025.0,primary_element_proxy,medium,0.41796875,5,low_cost
mp-1501,Al3Pt5,al3pt5,"['Al', 'Pt']","['Al', 'Pt']",Al_Pt,al_pt,True,True,Orthorhombic,3,"['Al', 'Pt']","['Al', 'Pt']",Al,aluminum,,"['aluminum', 'platinum']",aluminum,Aluminum,2631.69583333333,($/mt),2025.0,primary_element_proxy,medium,0.41796875,5,low_cost
mp-1025306,AlAsPt5,alaspt5,"['Al', 'As', 'Pt']","['Al', 'As', 'Pt']",Al_As_Pt,al_as_pt,True,True,Tetragonal,3,"['Al', 'As', 'Pt']","['Al', 'As', 'Pt']",Al,aluminum,,"['aluminum', 'platinum']",aluminum,Aluminum,2631.69583333333,($/mt),2025.0,primary_element_proxy,medium,0.41796875,5,low_cost
mp-1399,AlAu,alau,"['Al', 'Au']","['Al', 'Au']",Al_Au,al_au,True,True,Monoclinic,3,"['Al', 'Au']","['Al', 'Au']",Al,aluminum,,"['aluminum', 'gold']",aluminum,Aluminum,2631.69583333333,($/mt),2025.0,primary_element_proxy,medium,0.41796875,5,low_cost
mp-569558,AlAu2,alau2,"['Al', 'Au']","['Al', 'Au']",Al_Au,al_au,True,True,Orthorhombic,3,"['Al', 'Au']","['Al', 'Au']",Al,aluminum,,"['aluminum', 'gold']",aluminum,Aluminum,2631.69583333333,($/mt),2025.0,primary_element_proxy,medium,0.41796875,5,low_cost
mp-1490,AlAu4,alau4,"['Al', 'Au']","['Al', 'Au']",Al_Au,al_au,True,True,Cubic,3,"['Al', 'Au']","['Al', 'Au']",Al,aluminum,,"['aluminum', 'gold']",aluminum,Aluminum,2631.69583333333,($/mt),2025.0,primary_element_proxy,medium,0.41796875,5,low_cost
mp-1070916,AlBW,albw,"['Al', 'B', 'W']","['Al', 'B', 'W']",Al_B_W,al_b_w,True,True,Orthorhombic,3,"['Al', 'B', 'W']","['Al', 'B', 'W']",Al,aluminum,,['aluminum'],aluminum,Aluminum,2631.69583333333,($/mt),2025.0,primary_element_proxy,medium,0.41796875,5,low_cost
mp-12550,AlCuPt2,alcupt2,"['Al', 'Cu', 'Pt']","['Al', 'Cu', 'Pt']",Al_Cu_Pt,al_cu_pt,True,True,Tetragonal,3,"['Al', 'Cu', 'Pt']","['Al', 'Cu', 'Pt']",Al,aluminum,,"['aluminum', 'copper', 'platinum']",aluminum,Aluminum,2631.69583333333,($/mt),2025.0,primary_element_proxy,medium,0.41796875,5,low_cost
mp-1885,AlIr,alir,"['Al', 'Ir']","['Al', 'Ir']",Al_Ir,al_ir,True,True,Cubic,3,"['Al', 'Ir']","['Al', 'Ir']",Al,aluminum,,['aluminum'],aluminum,Aluminum,2631.69583333333,($/mt),2025.0,primary_element_proxy,medium,0.41796875,5,low_cost
mp-866284,Al2IrOs,al2iros,"['Al', 'Ir', 'Os']","['Al', 'Ir', 'Os']",Al_Ir_Os,al_ir_os,True,True,Cubic,3,"['Al', 'Ir', 'Os']","['Al', 'Ir', 'Os']",Al,aluminum,,['aluminum'],aluminum,Aluminum,2631.69583333333,($/mt),2025.0,primary_element_proxy,medium,0.41796875,5,low_cost
mp-862694,Al2IrRh,al2irrh,"['Al', 'Ir', 'Rh']","['Al', 'Ir', 'Rh']",Al_Ir_Rh,al_ir_rh,True,True,Cubic,3,"['Al', 'Ir', 'Rh']","['Al', 'Ir', 'Rh']",Al,aluminum,,['aluminum'],aluminum,Aluminum,2631.69583333333,($/mt),2025.0,primary_element_proxy,medium,0.41796875,5,low_cost
mp-865989,Al2IrRu,al2irru,"['Al', 'Ir', 'Ru']","['Al', 'Ir', 'Ru']",Al_Ir_Ru,al_ir_ru,True,True,Cubic,3,"['Al', 'Ir', 'Ru']","['Al', 'Ir', 'Ru']",Al,aluminum,,['aluminum'],aluminum,Aluminum,2631.69583333333,($/mt),2025.0,primary_element_proxy,medium,0.41796875,5,low_cost
mp-7188,Al2Os,al2os,"['Al', 'Os']","['Al', 'Os']",Al_Os,al_os,True,False,Tetragonal,3,"['Al', 'Os']","['Al', 'Os']",Al,aluminum,,['aluminum'],aluminum,Aluminum,2631.69583333333,($/mt),2025.0,primary_element_proxy,medium,0.41796875,5,low_cost
mp-862700,AlVOs2,alvos2,"['Al', 'Os', 'V']","['Al', 'Os', 'V']",Al_Os_V,al_os_v,True,True,Cubic,3,"['Al', 'Os', 'V']","['Al', 'V', 'Os']",Al,aluminum,,['aluminum'],aluminum,Aluminum,2631.69583333333,($/mt),2025.0,primary_element_proxy,medium,0.41796875,5,low_cost
mp-1018166,AlTc2,altc2,"['Al', 'Tc']","['Al', 'Tc']",Al_Tc,al_tc,True,True,Tetragonal,3,"['Al', 'Tc']","['Al', 'Tc']",Al,aluminum,,['aluminum'],aluminum,Aluminum,2631.69583333333,($/mt),2025.0,primary_element_proxy,medium,0.41796875,5,low_cost
mp-1227997,AlSi3W2,alsi3w2,"['Al', 'Si', 'W']","['Al', 'Si', 'W']",Al_Si_W,al_si_w,True,True,Tetragonal,3,"['Al', 'Si', 'W']","['Al', 'Si', 'W']",Al,aluminum,,['aluminum'],aluminum,Aluminum,2631.69583333333,($/mt),2025.0,primary_element_proxy,medium,0.41796875,5,low_cost
mp-1228817,AlReGe,alrege,"['Al', 'Ge', 'Re']","['Al', 'Ge', 'Re']",Al_Ge_Re,al_ge_re,True,False,Tetragonal,3,"['Al', 'Ge', 'Re']","['Al', 'Re', 'Ge']",Al,aluminum,,['aluminum'],aluminum,Aluminum,2631.69583333333,($/mt),2025.0,primary_element_proxy,medium,0.41796875,5,low_cost
